,RXN Smiles,Reaction_Type,Exp_Name,Yield (Exp),Yield (Pred),CF (Exp),CF (Pred)
104,Brc1ccncc1.CC(C)(C)OC(N)=O>>CC(C)(C)OC(=O)Nc1ccncc1,Buchwald,XantPhos_Cs2CO3,0.6839590472081928,0.7999246639604397,0.4462328812076657,0.38154224
105,Cc1ccc(I)cc1C.CC(N)=O>>CC(=O)Nc1ccc(C)c(C)c1,Buchwald,XantPhos_3amine,0.0605352887963912,0.0657225944056225,0.5102959080036781,0.47001964
106,FC(F)(F)c1ccc(Br)cc1.CC(N)=O>>CC(=O)Nc1ccc(C(F)(F)F)cc1,Buchwald,BrettPhos_Cs2CO3_3amine,0.6790110308845643,0.7702975446858313,0.4726941331161578,0.416676
107,O=C(O)c1cccc(Br)c1.CC(C)(C)OC(N)=O>>CC(C)(C)OC(=O)Nc1cccc(C(=O)O)c1,Buchwald,t-BuXPhos_Cs2CO3,0.0807883352456193,0.0950454851697892,0.6397546732819965,0.5437892
108,Cc1csc(Cl)n1.CC(N)=O>>CC(=O)Nc1nc(C)cs1,Buchwald,t-BuXPhos_3amine,0.0842668137754991,0.1225384262390049,0.2934867449159458,0.20182398
109,Cc1cccc(Br)n1.CC(N)=O>>CC(=O)Nc1cccc(C)n1,Buchwald,RuPhos_3amine,0.0860084275013762,0.0950179536172175,0.3795976436719233,0.3436045
110,FC(F)(F)c1cccc(Br)c1.CC(N)=O>>CC(=O)Nc1cccc(C(F)(F)F)c1,Buchwald,RuPhos_3amine,0.0945593280580906,0.1078398992365811,0.4786256697056371,0.4196826
111,FC(F)(F)c1ccc(Br)cc1.CC(N)=O>>CC(=O)Nc1ccc(C(F)(F)F)cc1,Buchwald,RuPhos_Cs2CO3_3amine,0.6463178937853876,0.7332091291960773,0.4726941331161578,0.416676
112,FC(F)(F)Oc1ccc(Br)cc1.CC(N)=O>>CC(=O)Nc1ccc(OC(F)(F)F)cc1,Buchwald,RuPhos_Cs2CO3_3amine,0.1007566898055899,0.0991626334410777,0.4457680518414091,0.45293385
113,FC(F)(F)c1ccc(Br)cc1.CC(N)=O>>CC(=O)Nc1ccc(C(F)(F)F)cc1,Buchwald,BrettPhos_3amine,0.6766328062233657,0.7675995905526769,0.4726941331161578,0.416676
114,Cc1ccc(O)c(Br)c1.CC(N)=O>>CC(=O)Nc1cc(C)ccc1O,Buchwald,t-BuXPhos_Cs2CO3_3amine,0.0553316140206277,0.0558031533795714,0.4674712753851868,0.46352106
115,COc1ccccc1Br.CC(N)=O>>COc1ccccc1NC(C)=O,Buchwald,XantPhos_Cs2CO3_3amine,0.7320322832173164,0.7855501119951841,0.4860936908946384,0.45297718
116,COc1ccccc1Br.CC(N)=O>>COc1ccccc1NC(C)=O,Buchwald,BrettPhos_3amine,0.7745044359694351,0.831127342830506,0.4860936908946384,0.45297718
117,Brc1ccncc1.CC(C)(C)OC(N)=O>>CC(C)(C)OC(=O)Nc1ccncc1,Buchwald,RuPhos,0.7972779503820814,0.9324568468619492,0.4462328812076657,0.38154224
118,CC(=O)c1ccc(Br)cc1.CC(N)=O>>CC(=O)Nc1ccc(C(C)=O)cc1,Buchwald,t-BuXPhos_Cs2CO3_3amine,0.7933296799154521,0.8737097014496261,0.7254916020630485,0.65874743
119,CC(=O)c1cccc(Br)c1.CC(N)=O>>CC(=O)Nc1cccc(C(C)=O)c1,Buchwald,t-BuXPhos_3amine,0.7748187086248364,0.8632744245283477,0.6036132424495723,0.5417638
120,CC(=O)c1ccc(Br)cc1.CC(N)=O>>CC(=O)Nc1ccc(C(C)=O)cc1,Buchwald,BrettPhos_Cs2CO3_3amine,0.7708610604036573,0.8489645654202672,0.7254916020630485,0.65874743
121,N#Cc1ccc(Br)cc1.CC(N)=O>>CC(=O)Nc1ccc(C#N)cc1,Buchwald,BrettPhos_Cs2CO3_3amine,0.7701673848551761,0.8659697694698233,0.6640684690457708,0.59060246
122,CC(=O)c1cccc(Br)c1.CC(N)=O>>CC(=O)Nc1cccc(C(C)=O)c1,Buchwald,BrettPhos_3amine,0.2801739659421459,0.3121594981176969,0.6036132424495723,0.5417638
123,CCOc1ccc(Br)cc1.CC(N)=O>>CCOc1ccc(NC(C)=O)cc1,Buchwald,BrettPhos_Cs2CO3_3amine,0.761022808281848,0.7230929981893519,0.4852332710658842,0.51068616
124,Brc1ccncc1.CC(C)(C)OC(N)=O>>CC(C)(C)OC(=O)Nc1ccncc1,Buchwald,RuPhos_Cs2CO3,0.7435758776818592,0.8696495594460577,0.4462328812076657,0.38154224
125,CNCc1ccccc1.C#CCCl>>C#CCN(C)Cc1ccccc1,SN2,DMSO_DIPEA,0.1544885266732122,0.1248376785810329,0.1325681644471544,0.16405512
126,O=C(O)c1c[nH]c2ccccc12.Fc1ccc(CCl)cc1>>O=C(O)c1cn(Cc2ccc(F)cc2)c2ccccc12,SN2,DMF_DIPEA,0.0137596821113247,0.0145794897282405,0.8294140581291186,0.7827761
127,O=C(O)c1c[nH]c2ccccc12.Fc1ccc(CCl)cc1>>O=C(O)c1cn(Cc2ccc(F)cc2)c2ccccc12,SN2,DMF_K2CO3,0.0068898900135976,0.0073003925431736,0.8294140581291186,0.7827761
128,CNCc1ccccc1.O=C(CCCl)c1ccccc1>>CN(CCC(=O)c1ccccc1)Cc1ccccc1,SN2,DMF_K2CO3,0.0512153831605143,0.0397007805326003,0.3684651367450983,0.47533283
129,NCc1cccs1.ClCc1ccccc1Cl>>Clc1ccccc1CNCc1cccs1,SN2,DMSO_K2CO3,0.0319385839755693,0.0325882692670512,0.3424690820832042,0.33564156
130,O=C(O)c1c[nH]c2ccccc12.Fc1ccc(CCl)cc1>>O=C(O)c1cn(Cc2ccc(F)cc2)c2ccccc12,SN2,ACN_DIPEA,0.1953412500278699,0.2069797634306545,0.8294140581291186,0.7827761
131,CN1CCNCC1.N#Cc1ccc(CBr)cc1>>CN1CCN(Cc2ccc(C#N)cc2)CC1,SN2,DMF_Cs2CO3,0.0537624767292801,0.0463291798554928,0.3915126105677324,0.45432898
132,O=C(O)c1c[nH]c2ccccc12.Fc1ccc(CCl)cc1>>O=C(O)c1cn(Cc2ccc(F)cc2)c2ccccc12,SN2,DMSO_DIPEA,0.1761485869864281,0.1866435934954507,0.8294140581291186,0.7827761
133,O=C(O)c1c[nH]c2ccccc12.Fc1ccc(CCl)cc1>>O=C(O)c1cn(Cc2ccc(F)cc2)c2ccccc12,SN2,ACN_K2CO3,0.1833649122667611,0.1942898704551245,0.8294140581291186,0.7827761
134,CNCc1ccccc1.C#CCCl>>C#CCN(C)Cc1ccccc1,SN2,DMSO_K2CO3,0.2379204648763413,0.1922565977013278,0.1325681644471544,0.16405512
135,Nc1ccc2c(c1)OCO2.BrCC1CC1>>c1cc2c(cc1NCC1CC1)OCO2,SN2,DMF_K2CO3,0.0418387010369077,0.0373773696834448,0.3132574814803145,0.35064757
136,N#CN=C1NCCS1.ClCc1ccc(Cl)nc1>>N#CN=C1SCCN1Cc1ccc(Cl)nc1,SN2,DMF_DIPEA,1.0,1.0,0.4846798034868175,0.43905714
137,CN1CCNCC1.O=[N+]([O-])c1cccc(CBr)c1>>CN1CCN(Cc2cccc([N+](=O)[O-])c2)CC1,SN2,ACN_K2CO3,0.6912170147411577,0.6178934588610336,0.3675615573337326,0.41117898
138,CN1CCNCC1.O=[N+]([O-])c1cccc(CBr)c1>>CN1CCN(Cc2cccc([N+](=O)[O-])c2)CC1,SN2,DMSO_K2CO3,0.7429229573883988,0.6641144908446547,0.3675615573337326,0.41117898
139,CN1CCNCC1.O=[N+]([O-])c1cccc(CBr)c1>>CN1CCN(Cc2cccc([N+](=O)[O-])c2)CC1,SN2,DMF_K2CO3,0.7995110328357938,0.7146997642433045,0.3675615573337326,0.41117898
140,NCc1cccs1.ClCc1ccccc1Cl>>Clc1ccccc1CNCc1cccs1,SN2,DMF_K2CO3,0.6536606368482687,0.6669572094735883,0.3424690820832042,0.33564156
141,CNCc1ccccc1.O=C(CCCl)c1ccccc1>>CN(CCC(=O)c1ccccc1)Cc1ccccc1,SN2,DMF_DIPEA,0.8353081702859495,0.647508312915986,0.3684651367450983,0.47533283
142,NCc1cccs1.ClCc1ccccc1Cl>>Clc1ccccc1CNCc1cccs1,SN2,DMF_Cs2CO3,0.6278413729382006,0.6406127376829175,0.3424690820832042,0.33564156
143,N#CN=C1NCCS1.ClCc1ccc(Cl)nc1>>N#CN=C1SCCN1Cc1ccc(Cl)nc1,SN2,DMF_Cs2CO3,0.6110128209893084,0.6745034910662705,0.4846798034868175,0.43905714
144,N#CN=C1NCCS1.ClCc1ccc(Cl)nc1>>N#CN=C1SCCN1Cc1ccc(Cl)nc1,SN2,DMSO_DIPEA,0.6059159170040859,0.6688769650531242,0.4846798034868175,0.43905714
145,O=C(O)c1c[nH]c2ccccc12.Fc1ccc(CCl)cc1>>O=C(O)c1cn(Cc2ccc(F)cc2)c2ccccc12,SN2,DMF_Cs2CO3,0.5928184406394569,0.6281388113538645,0.8294140581291186,0.7827761
146,N#CN=C1NCCS1.ClCc1ccc(Cl)nc1>>N#CN=C1SCCN1Cc1ccc(Cl)nc1,SN2,DMF_K2CO3,0.8443872550290984,0.932127987767638,0.4846798034868175,0.43905714
147,NCc1cccs1.ClCc1ccccc1Cl>>Clc1ccccc1CNCc1cccs1,SN2,ACN_K2CO3,0.543361713139626,0.5544146174653554,0.3424690820832042,0.33564156
148,CN1CCNCC1.N#Cc1ccc(CBr)cc1>>CN1CCN(Cc2ccc(C#N)cc2)CC1,SN2,ACN_K2CO3,0.5327685427591015,0.4591070043726708,0.3915126105677324,0.45432898
149,CN1CCNCC1.O=[N+]([O-])c1cccc(CBr)c1>>CN1CCN(Cc2cccc([N+](=O)[O-])c2)CC1,SN2,DMF_DIPEA,0.742891428935664,0.6640863068962023,0.3675615573337326,0.41117898
150,CN1CCNCC1.N#Cc1ccc(CBr)cc1>>CN1CCN(Cc2ccc(C#N)cc2)CC1,SN2,DMSO_DIPEA,0.8927935533863416,0.7693543085252535,0.3915126105677324,0.45432898
151,NCc1cccs1.ClCc1ccccc1Cl>>Clc1ccccc1CNCc1cccs1,SN2,ACN_DIPEA,0.5242682832132064,0.5349327945971374,0.3424690820832042,0.33564156
152,N#CN=C1NCCS1.ClCc1ccc(Cl)nc1>>N#CN=C1SCCN1Cc1ccc(Cl)nc1,SN2,ACN_K2CO3,0.8911056338085922,0.983700898353546,0.4846798034868175,0.43905714
153,CN1CCNCC1.O=[N+]([O-])c1cccc(CBr)c1>>CN1CCN(Cc2cccc([N+](=O)[O-])c2)CC1,SN2,DMF_Cs2CO3,0.9146177269203176,0.81759606428965,0.3675615573337326,0.41117898
154,CN1CCNCC1.N#Cc1ccc(CBr)cc1>>CN1CCN(Cc2ccc(C#N)cc2)CC1,SN2,DMSO_K2CO3,1.0,0.9059258128472556,0.3915126105677324,0.45432898
155,NCc1cccs1.ClCc1ccccc1Cl>>Clc1ccccc1CNCc1cccs1,SN2,DMF_DIPEA,0.9570316465750436,0.9764993031479878,0.3424690820832042,0.33564156
156,N#CN=C1NCCS1.ClCc1ccc(Cl)nc1>>N#CN=C1SCCN1Cc1ccc(Cl)nc1,SN2,DMSO_K2CO3,0.3624637248164691,0.400127524947419,0.4846798034868175,0.43905714
157,O=C(O)c1c[nH]c2ccccc12.Fc1ccc(CCl)cc1>>O=C(O)c1cn(Cc2ccc(F)cc2)c2ccccc12,SN2,DMSO_K2CO3,0.4138466030217108,0.4385037567733012,0.8294140581291186,0.7827761
158,CN1CCNCC1.N#Cc1ccc(CBr)cc1>>CN1CCN(Cc2ccc(C#N)cc2)CC1,SN2,DMF_K2CO3,0.4351350821457586,0.3749725218887889,0.3915126105677324,0.45432898
159,CN1CCNCC1.N#Cc1ccc(CBr)cc1>>CN1CCN(Cc2ccc(C#N)cc2)CC1,SN2,DMF_DIPEA,0.4530446224140857,0.390405856859546,0.3915126105677324,0.45432898
160,CNCc1ccccc1.O=C(CCCl)c1ccccc1>>CN(CCC(=O)c1ccccc1)Cc1ccccc1,SN2,ACN_K2CO3,0.6743472336599602,0.5227357460627338,0.3684651367450983,0.47533283
161,CNCc1ccccc1.O=C(CCCl)c1ccccc1>>CN(CCC(=O)c1ccccc1)Cc1ccccc1,SN2,ACN_DIPEA,0.9318192192337535,0.722321069099793,0.3684651367450983,0.47533283
162,N#CN=C1NCCS1.ClCc1ccc(Cl)nc1>>N#CN=C1SCCN1Cc1ccc(Cl)nc1,SN2,ACN_DIPEA,0.4580328222214895,0.5056272585428073,0.4846798034868175,0.43905714
163,CN1CCNCC1.O=[N+]([O-])c1cccc(CBr)c1>>CN1CCN(Cc2cccc([N+](=O)[O-])c2)CC1,SN2,DMSO_DIPEA,0.928401686526937,0.8299178363185462,0.3675615573337326,0.41117898
164,NC=O.ClCc1ccccc1Cl>>O=CNCc1ccccc1Cl,SN2,DMF_Cs2CO3_3amine,0.9158764056858696,0.8323089967380237,0.2726430621811754,0.3000176
165,Brc1ccccn1.CC1(C)OB(c2ccc(C=O)cc2)OC1(C)C>>O=Cc1ccc(-c2ccccn2)cc1,Suzuki,Xphos Pd G3,0.8945582028685625,0.8116346106210756,0.7445364359240694,0.8206046
166,Brc1ccncc1.CC1(C)OB(c2ccc(C=O)cc2)OC1(C)C>>O=Cc1ccc(-c2ccncc2)cc1,Suzuki,Xphos Pd G3,0.031288865292132,0.0277456109137847,0.771073258272204,0.8695432
167,Brc1ccccn1.CC1(C)OB(c2ccncc2)OC1(C)C>>c1ccc(-c2ccncc2)nc1,Suzuki,Xphos Pd G3,0.8574792313251827,0.8670172280616119,0.5016572671185394,0.49613857
168,O=C(O)c1ccc(Br)cc1.CCCCc1ccc(B(O)O)cc1>>CCCCc1ccc(-c2ccc(C(=O)O)cc2)cc1,Suzuki,Xphos Pd G3,1.0,0.9278452485398738,0.8999516508590671,0.97062284
169,O=Cc1ccc(Br)cc1.CC1(C)OB(c2cccnc2)OC1(C)C>>O=Cc1ccc(-c2cccnc2)cc1,Suzuki,Xphos Pd G3,1.0,0.940770356522111,0.7838543206184143,0.85109913
170,Brc1ccccn1.CC1(C)OB(c2cccnc2)OC1(C)C>>c1ccc(-c2cccnc2)nc1,Suzuki,Xphos Pd G3,0.8439218755809639,0.9201330294913108,0.4868219269423508,0.4465003
171,Brc1ccncc1.CC1(C)OB(c2ccncc2)OC1(C)C>>c1cc(-c2ccncc2)ccn1,Suzuki,Xphos Pd G3,0.8391657185799942,0.856597252523328,0.5535219289574217,0.5422579
172,Brc1ccc(-c2ccccc2)cc1.CC1(C)OB(c2ccc(N)cc2)OC1(C)C>>Nc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,Suzuki,Xphos Pd G3,0.0012295256382271,0.0011439826335146,1.294583771198767,1.3913882
173,Clc1nc2ccccc2s1.CC1(C)OB(c2ccc(N)cc2)OC1(C)C>>Nc1ccc(-c2nc3ccccc3s2)cc1,Suzuki,Xphos Pd G3,0.1674344211572816,0.1722188088683699,1.3141660722795667,1.2776575
174,Brc1ccc(-c2ccccc2)cc1.CC1(C)OB(c2ccc(Nc3ccccc3)cc2)OC1(C)C>>c1ccc(Nc2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,Suzuki,Xphos Pd G3,0.3043199208769798,0.3262608316706352,2.0680355667549013,1.928961
175,Brc1ccccn1.OB(O)c1ccccn1>>c1ccc(-c2ccccn2)nc1,Suzuki,Xphos Pd G3,0.3181967682308421,0.3216273547611374,0.4381429105407222,0.43346953
176,CC(C)(C)c1ccc(Br)cc1.CC1(C)OB(c2ccc(N)cc2)OC1(C)C>>CC(C)(C)c1ccc(-c2ccc(N)cc2)cc1,Suzuki,Xphos Pd G3,0.3318424816837494,0.3061691437629698,0.867614844981086,0.94036746
177,Brc1ccccn1.CC1(C)OB(c2ccc(O)cc2)OC1(C)C>>Oc1ccc(-c2ccccn2)cc1,Suzuki,Xphos Pd G3,0.6049954036172421,0.589907309862577,0.6230599586647162,0.638996
178,O=C(O)c1ccc(Br)cc1.CC1(C)OB(c2ccc([N+](=O)[O-])cc2)OC1(C)C>>O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,Suzuki,Xphos Pd G3,0.1519907043124285,0.2039130724840188,1.3535720304590722,1.0089118
179,COc1c(Br)cccc1[N+](=O)[O-].CC1(C)OB(c2cccc(C(=O)O)c2)OC1(C)C>>COc1c(-c2cccc(C(=O)O)c2)cccc1[N+](=O)[O-],Suzuki,Xphos Pd G3,0.5269999490237809,0.5689865468000456,0.9720618926559672,0.9003316
180,Clc1nc2ccccc2s1.CC1(C)OB(c2ccccc2O)OC1(C)C>>Oc1ccccc1-c1nc2ccccc2s1,Suzuki,Xphos Pd G3,0.5090062376579604,0.5080968533905701,1.068963984177311,1.0708774
181,O=C(O)c1ccccc1.O=C1CCNCC1>>O=C1CCN(C(=O)c2ccccc2)CC1,amide_coupling,HATU,0.8559083027488604,0.7156797131592596,0.2711840236556556,0.32431915
182,O=C(O)c1cccc(Cl)c1.CNC>>CN(C)C(=O)c1cccc(Cl)c1,amide_coupling,HATU,0.1384487182956967,0.1491365185723765,0.393918013537047,0.365688
183,O=C(O)c1cccnc1.CNOC>>CON(C)C(=O)c1cccnc1,amide_coupling,HATU,0.8904731070545342,1.0,0.2670990054244961,0.20838861
184,O=C(O)c1ccccc1.NC(Cc1ccccc1)C(=O)O>>O=C(NC(Cc1ccccc1)C(=O)O)c1ccccc1,amide_coupling,HATU,0.0743541582972756,0.0697353433394691,0.5067495692314729,0.54031324
185,N#Cc1ccc(C(=O)O)cc1.CNOC>>CON(C)C(=O)c1ccc(C#N)cc1,amide_coupling,HATU,0.8476906210040748,0.972861912497096,0.5217059048446694,0.45458168
186,O=C(O)c1ccccc1.C1CCNC1>>O=C(c1ccccc1)N1CCCC1,amide_coupling,HATU,0.491192198154209,0.5334995290886586,0.3268875110804604,0.30096483
187,O=C(O)c1ccncc1.CC(C)NN>>CC(C)NNC(=O)c1ccncc1,amide_coupling,HATU,0.4639735146170256,0.4712789127215716,0.2747702442159824,0.27051097
188,O=C(O)c1ccc(F)cc1.CNC>>CN(C)C(=O)c1ccc(F)cc1,amide_coupling,HATU,0.1868872663209106,0.2421483457830999,0.2998788043651813,0.23144296
189,O=C(O)c1n[nH]c2ccccc12.CNOC>>CON(C)C(=O)c1n[nH]c2ccccc12,amide_coupling,HATU,0.3421771272514176,0.3363075589950196,0.5385910226116457,0.5479911
190,O=C(O)c1ccc(F)cc1.CNOC>>CON(C)C(=O)c1ccc(F)cc1,amide_coupling,HATU,0.9611106850721444,1.0,0.3006961995422902,0.22655657
191,O=C(O)c1ccccc1.NNC(=O)c1ccccc1>>O=C(NNC(=O)c1ccccc1)c1ccccc1,amide_coupling,HATU,0.0102585820117218,0.0091204381097132,0.8298051523199922,0.93335694
192,O=C(O)c1cccc(Cl)c1.CNOC>>CON(C)C(=O)c1cccc(Cl)c1,amide_coupling,HATU,0.8456001700364671,0.9695993964564265,0.4204604564550774,0.36668903
193,O=C(O)c1ccc(Cl)cc1.CNC>>CN(C)C(=O)c1ccc(Cl)cc1,amide_coupling,HATU,0.1379420164208737,0.1536159643391779,0.4189459492435362,0.37619945
194,O=C(O)c1ccc(Br)o1.C1CCNC1>>O=C(c1ccc(Br)o1)N1CCCC1,amide_coupling,HATU,0.569804880490831,0.6878036855589604,0.3893617515532029,0.32256338
195,Cc1cccc(C(=O)O)c1.NCC(=O)O>>Cc1cccc(C(=O)NCC(=O)O)c1,amide_coupling,HATU,0.2913375523629104,0.3266205310575538,0.4714109758668294,0.42048708
196,O=C(O)c1ccccc1.CNC>>CN(C)C(=O)c1ccccc1,amide_coupling,HATU,0.0716486021636527,0.0744552265008952,0.2894894701604394,0.278577
197,O=C(O)c1ccc(Cl)cc1.CNOC>>CON(C)C(=O)c1ccc(Cl)cc1,amide_coupling,HATU,0.712504815090295,0.8519931308087206,0.4413957047915487,0.36913046
198,COc1ccc(C(=O)O)cc1.CNOC>>COc1ccc(C(=O)N(C)OC)cc1,amide_coupling,HATU,0.7214795084233617,0.8845636725047386,0.522799395710405,0.42641264
199,O=C(O)c1ccncc1.CNOC>>CON(C)C(=O)c1ccncc1,amide_coupling,HATU,0.7274265801044774,0.8147161444133311,0.2341933919934508,0.2091016
200,O=C(O)c1ccc(Cl)cc1.NCC(=O)O>>O=C(O)CNC(=O)c1ccc(Cl)cc1,amide_coupling,HATU,0.0560622695017986,0.0685132850412225,0.5769019404308833,0.47206074
201,CC(C)(C)C(=O)O.Cc1ccc(N)c(C)c1>>Cc1ccc(NC(=O)C(C)(C)C)c(C)c1,amide_coupling,HATU,0.6632059252349899,0.5369053336609984,0.3998327282832519,0.49388856
202,O=C(O)c1ccco1.CNOC>>CON(C)C(=O)c1ccco1,amide_coupling,HATU,0.671761051874246,1.0,0.3722080258313986,0.24769008
203,Nc1cccc(C(=O)O)c1.CNC>>CN(C)C(=O)c1cccc(N)c1,amide_coupling,HATU,0.0865023725395322,0.1043608921723862,0.5667091873776996,0.46973237
204,O=C(O)c1ccccc1.CNOC>>CON(C)C(=O)c1ccccc1,amide_coupling,HATU,0.7777019612517179,0.9295076509171036,0.3122065382399072,0.26121747
205,O=C(O)c1ccc(Br)cc1F.CNC>>CN(C)C(=O)c1ccc(Br)cc1F,amide_coupling,HATU,0.0475223139058254,0.0549739369072602,0.4409176988347464,0.38115206
206,O=C(O)c1ccc(F)cc1.CC(N)C(=O)O>>CC(NC(=O)c1ccc(F)cc1)C(=O)O,amide_coupling,HATU,0.091087075512363,0.1025810333316974,0.3488350806367877,0.30974895
207,O=C(O)c1cccnc1Cl.CNOC>>CON(C)C(=O)c1cccnc1Cl,amide_coupling,HATU,0.8260665976456694,1.0,0.2922895458121262,0.17826964
208,O=C(O)c1cccnc1Cl.C1CCNC1>>O=C(c1cccnc1Cl)N1CCCC1,amide_coupling,HATU,0.6362404055980442,0.9130694682849376,0.2884052725795082,0.20096514
209,O=C(O)c1ccccc1.NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1ccccc1,amide_coupling,HATU,0.1320777038164859,0.1419555304516415,0.9222573070137275,0.858083
210,O=C(O)c1cccc(Cl)c1.NCC(=O)O>>O=C(O)CNC(=O)c1cccc(Cl)c1,amide_coupling,HATU,0.0329130355403079,0.0364438562271147,0.5218131293300236,0.4712578
211,O=C(O)c1cccnc1Cl.CNC>>CN(C)C(=O)c1cccnc1Cl,amide_coupling,HATU,0.053470415824733,0.0975927481074209,0.335875470080415,0.18402393
212,O=C(O)c1ccccc1.CC(C)NC(C)C>>CC(C)N(C(=O)c1ccccc1)C(C)C,amide_coupling,HATU,0.2752775470085596,0.2944237826639044,0.2927951888901807,0.27375478
